url,date
https://www.minneapolisfed.org/beige-book-reports/2017/2017-09-su,2017-9
https://www.minneapolisfed.org/beige-book-reports/2017/2017-10-su,2017-10
https://www.minneapolisfed.org/beige-book-reports/2017/2017-11-su,2017-11
https://www.minneapolisfed.org/beige-book-reports/2018/2018-01-su,2018-1
https://www.minneapolisfed.org/beige-book-reports/2018/2018-03-su,2018-3
https://www.minneapolisfed.org/beige-book-reports/2018/2018-04-su,2018-4
https://www.minneapolisfed.org/beige-book-reports/2018/2018-05-su,2018-5
https://www.minneapolisfed.org/beige-book-reports/2018/2018-07-su,2018-7
https://www.minneapolisfed.org/beige-book-reports/2018/2018-09-su,2018-9
https://www.minneapolisfed.org/beige-book-reports/2018/2018-10-su,2018-10
https://www.minneapolisfed.org/beige-book-reports/2018/2018-12-su,2018-12
https://www.minneapolisfed.org/beige-book-reports/2019/2019-01-su,2019-1
https://www.minneapolisfed.org/beige-book-reports/2019/2019-03-su,2019-3
https://www.minneapolisfed.org/beige-book-reports/2019/2019-04-su,2019-4
https://www.minneapolisfed.org/beige-book-reports/2019/2019-06-su,2019-6
https://www.minneapolisfed.org/beige-book-reports/2019/2019-07-su,2019-7
https://www.minneapolisfed.org/beige-book-reports/2019/2019-09-su,2019-9
https://www.minneapolisfed.org/beige-book-reports/2019/2019-10-su,2019-10
https://www.minneapolisfed.org/beige-book-reports/2019/2019-11-su,2019-11
https://www.minneapolisfed.org/beige-book-reports/2020/2020-01-su,2020-1
https://www.minneapolisfed.org/beige-book-reports/2020/2020-03-su,2020-3
https://www.minneapolisfed.org/beige-book-reports/2020/2020-04-su,2020-4
https://www.minneapolisfed.org/beige-book-reports/2020/2020-05-su,2020-5
https://www.minneapolisfed.org/beige-book-reports/2020/2020-07-su,2020-7
https://www.minneapolisfed.org/beige-book-reports/2020/2020-09-su,2020-9
https://www.minneapolisfed.org/beige-book-reports/2020/2020-10-su,2020-10
https://www.minneapolisfed.org/beige-book-reports/2020/2020-12-su,2020-12
https://www.minneapolisfed.org/beige-book-reports/2021/2021-01-su,2021-1
https://www.minneapolisfed.org/beige-book-reports/2021/2021-03-su,2021-3
https://www.minneapolisfed.org/beige-book-reports/2021/2021-04-su,2021-4
https://www.minneapolisfed.org/beige-book-reports/2021/2021-06-su,2021-6
https://www.minneapolisfed.org/beige-book-reports/2021/2021-07-su,2021-7
https://www.minneapolisfed.org/beige-book-reports/2021/2021-09-su,2021-9
https://www.minneapolisfed.org/beige-book-reports/2021/2021-10-su,2021-10
https://www.minneapolisfed.org/beige-book-reports/2021/2021-12-su,2021-12
https://www.minneapolisfed.org/beige-book-reports/2022/2022-01-su,2022-1
https://www.minneapolisfed.org/beige-book-reports/2022/2022-03-su,2022-3
https://www.minneapolisfed.org/beige-book-reports/2022/2022-04-su,2022-4
https://www.minneapolisfed.org/beige-book-reports/2022/2022-06-su,2022-6
https://www.minneapolisfed.org/beige-book-reports/2022/2022-07-su,2022-7
https://www.minneapolisfed.org/beige-book-reports/2022/2022-09-su,2022-9
https://www.minneapolisfed.org/beige-book-reports/2022/2022-10-su,2022-10
https://www.minneapolisfed.org/beige-book-reports/2022/2022-11-su,2022-11
https://www.minneapolisfed.org/beige-book-reports/2023/2023-01-su,2023-1
https://www.minneapolisfed.org/beige-book-reports/2023/2023-03-su,2023-3
https://www.minneapolisfed.org/beige-book-reports/2023/2023-04-su,2023-4
https://www.minneapolisfed.org/beige-book-reports/2023/2023-05-su,2023-5
https://www.minneapolisfed.org/beige-book-reports/2023/2023-07-su,2023-7
https://www.minneapolisfed.org/beige-book-reports/2023/2023-09-su,2023-9
https://www.minneapolisfed.org/beige-book-reports/2023/2023-10-su,2023-10
https://www.minneapolisfed.org/beige-book-reports/2023/2023-11-su,2023-11
https://www.minneapolisfed.org/beige-book-reports/2024/2024-01-su,2024-1
https://www.minneapolisfed.org/beige-book-reports/2024/2024-03-su,2024-3
https://www.minneapolisfed.org/beige-book-reports/2024/2024-04-su,2024-4
https://www.minneapolisfed.org/beige-book-reports/2024/2024-05-su,2024-5
https://www.minneapolisfed.org/beige-book-reports/2024/2024-07-su,2024-7
https://www.minneapolisfed.org/beige-book-reports/2024/2024-09-su,2024-9
https://www.minneapolisfed.org/beige-book-reports/2024/2024-10-su,2024-10
https://www.minneapolisfed.org/beige-book-reports/2024/2024-12-su,2024-12
